,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2018-02-05,ABF.L,2700.0,2714.0,2659.0,2451.8232421875,1352575.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,2451.8232421875,2451.8232421875
1,2018-02-05,AHT.L,2015.0,2046.0,1968.5,1868.567138671875,3876473.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,1868.567138671875,1868.567138671875
2,2018-02-05,ANTO.L,896.0,924.4000244140624,886.2000122070312,734.1970825195312,4285836.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,734.1970825195312,734.1970825195312
3,2018-02-05,AUTO.L,363.6000061035156,366.8999938964844,361.2000122070313,341.13458251953125,6078405.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,341.13458251953125,341.13458251953125
4,2018-02-05,AV.L,672.368408203125,672.368408203125,665.5263061523438,375.5406188964844,7476453.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,375.5406188964844,375.5406188964844
5,2018-02-05,AZN.L,4992.0,5021.0,4885.5,4047.549560546875,4289167.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,4047.549560546875,4047.549560546875
6,2018-02-05,BA.L,588.0,590.0,583.0,463.6209106445313,12257817.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,463.6209106445313,463.6209106445313
7,2018-02-05,BATS.L,4738.5,4738.5,4632.5,2925.5126953125,4527820.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,2925.5126953125,2925.5126953125
8,2018-02-05,BP.L,484.5499877929688,489.4500122070313,475.0,341.5414123535156,49010159.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,341.5414123535156,341.5414123535156
9,2018-02-05,CCH.L,2326.0,2326.0,2296.0,1850.8192138671875,749614.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,1850.8192138671875,1850.8192138671875
10,2018-02-05,CNA.L,127.6999969482422,129.14999389648438,126.1999969482422,101.65428161621094,34822608.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,101.65428161621094,101.65428161621094
11,2018-02-05,CPG.L,1456.0,1457.5,1442.5,1320.3201904296875,4722750.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,1320.3201904296875,1320.3201904296875
12,2018-02-05,DPLM.L,1118.0,1118.0,1076.0,971.1650390625,207910.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,971.1650390625,971.1650390625
13,2018-02-05,ENT.L,907.0,907.5,892.0,792.9769897460938,1635570.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,792.9769897460938,792.9769897460938
14,2018-02-05,EXPN.L,1585.5,1585.5,1571.0,1440.913818359375,2048871.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,1440.913818359375,1440.913818359375
15,2018-02-05,FRAS.L,367.7000122070313,367.7000122070313,360.1000061035156,364.1000061035156,1318122.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,364.1000061035156,364.1000061035156
16,2018-02-05,PRU.L,1546.4451904296875,1546.4451904296875,1516.626220703125,1310.943603515625,11681251.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,1310.943603515625,1310.943603515625
17,2018-02-05,RMV.L,439.1000061035156,441.7999877929688,437.2999877929688,411.2183837890625,4007320.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,411.2183837890625,411.2183837890625
18,2018-02-05,RR.L,293.5459899902344,293.5459899902344,285.9277038574219,280.2926330566406,12541809.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,280.2926330566406,280.2926330566406
19,2018-02-05,RS1.L,611.4000244140625,629.2000122070312,604.7999877929688,553.5418090820312,3038664.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,553.5418090820312,553.5418090820312
20,2018-02-05,SDR.L,625.77001953125,625.77001953125,609.4500122070312,466.2479248046875,3427223.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,466.2479248046875,466.2479248046875
21,2018-02-05,SHEL.L,2372.5,2382.5,2350.0,1762.4869384765625,7277743.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,1762.4869384765625,1762.4869384765625
22,2018-02-05,SMIN.L,1559.0,1562.0,1542.5,1316.3271484375,1602874.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,1316.3271484375,1316.3271484375
23,2018-02-05,SMT.L,449.7999877929688,449.7999877929688,440.6000061035156,431.2696533203125,5091256.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,431.2696533203125,431.2696533203125
24,2018-02-05,SPX.L,5635.0,5650.0,5525.0,5183.74169921875,210708.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,5183.74169921875,5183.74169921875
25,2018-02-05,SSE.L,1252.5,1267.0,1239.5,862.391845703125,3645559.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,862.391845703125,862.391845703125
26,2018-02-05,STJ.L,1179.5,1183.5,1157.5,909.6726684570312,2123079.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,909.6726684570312,909.6726684570312
27,2018-02-05,TSCO.L,254.34649658203125,255.99319458007807,250.8632049560547,169.35244750976562,39651761.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,169.35244750976562,169.35244750976562
28,2018-02-05,VOD.L,218.9499969482422,218.9499969482422,210.3000030517578,129.5938720703125,118024799.0,0.0,0.0,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,129.5938720703125,129.5938720703125
29,2018-02-06,ABF.L,2613.0,2662.0,2601.0,2389.542724609375,1351517.0,1.0,-1.3973193046372216,2508.760936029038,2332.605030767837,0.0,-66.66666666666613,100.0,2420.6829833984375,2420.6829833984375
30,2018-02-06,AHT.L,1966.5,2039.0,1941.0,1834.59326171875,3408755.0,1.0,-0.762234418819844,1899.6265177488167,1803.5338826418083,0.0,-66.66666666666734,100.0,1851.5802001953125,1851.5802001953125
31,2018-02-06,ANTO.L,885.4000244140625,947.4000244140624,876.0,731.152587890625,7302301.0,1.0,-0.06830596923828125,736.9804007998493,728.3692696103069,0.0,66.66666666666667,100.0,732.6748352050781,732.6748352050781
32,2018-02-06,AUTO.L,356.5,360.6000061035156,354.29998779296875,333.36236572265625,7310052.0,1.0,-0.17437665890417975,348.24004852493835,326.25689971724915,0.0,-66.66666666666721,100.0,337.24847412109375,337.24847412109375
33,2018-02-06,AV.L,645.2631225585938,654.73681640625,634.4735717773438,363.1412963867188,13662062.0,1.0,-0.2781899281036999,386.87624769915,351.80566758405314,0.0,-66.66666666666704,100.0,369.34095764160156,369.34095764160156
34,2018-02-06,AZN.L,4642.5,4826.0,4544.5,3916.6767578125,4485832.0,1.0,-2.936248779296875,4167.19525175242,3797.031066606956,0.0,-66.6666666666664,100.0,3982.1131591796875,3982.1131591796875
