,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2019-10-07,ADA-USD,0.0393050014972686,0.0418980009853839,0.0386300012469291,0.0416719987988472,69132008,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,0.0416719987988472,0.0416719987988472
1,2019-10-07,ALGO-USD,0.2148009985685348,0.2251819968223571,0.2087610065937042,0.2198390066623687,49251945,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,0.2198390066623687,0.2198390066623687
2,2019-10-07,ATOM-USD,2.67159104347229,2.945997953414917,2.5850210189819336,2.9092800617218018,116735139,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,2.9092800617218018,2.9092800617218018
3,2019-10-07,BCH-USD,223.2591552734375,238.354736328125,221.59799194335935,234.23617553710935,1574411233,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,234.23617553710935,234.23617553710935
4,2019-10-07,BNB-USD,15.339181900024414,16.193828582763672,15.19102382659912,16.13434600830078,147393768,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,16.13434600830078,16.13434600830078
5,2019-10-07,BTC-USD,7989.12060546875,8308.4501953125,7905.76611328125,8245.623046875,18009742607,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,8245.623046875,8245.623046875
6,2019-10-07,CRO-USD,0.0344679988920688,0.0360510013997554,0.0340909995138645,0.0356770008802413,7485614,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,0.0356770008802413,0.0356770008802413
7,2019-10-07,DASH-USD,70.55315399169922,72.20121765136719,69.12066650390625,71.46636962890625,227315535,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,71.46636962890625,71.46636962890625
8,2019-10-07,DOGE-USD,0.0023419999051839,0.0024079999420791,0.0023050000891089,0.0023900000378489,48117979,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,0.0023900000378489,0.0023900000378489
9,2019-10-07,EOS-USD,2.9510669708251958,3.236205101013184,2.934701919555664,3.194101095199585,1881135399,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,3.194101095199585,3.194101095199585
10,2019-10-07,ETC-USD,4.542411804199219,4.734025955200195,4.512251853942871,4.694088935852051,469114687,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,4.694088935852051,4.694088935852051
11,2019-10-07,ETH-USD,172.94033813476562,182.3563537597656,171.52781677246094,181.18634033203125,7844316834,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,181.18634033203125,181.18634033203125
12,2019-10-07,FIL-USD,3.004502058029175,4.016357898712158,2.9514060020446777,3.39349102973938,3301055,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,3.39349102973938,3.39349102973938
13,2019-10-07,HBAR-USD,0.0383399985730648,0.0388699993491172,0.0362909995019435,0.0381780005991458,4898706,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,0.0381780005991458,0.0381780005991458
14,2019-10-07,LINK-USD,2.189652919769287,2.4884729385375977,2.1291449069976807,2.4018590450286865,202190935,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,2.4018590450286865,2.4018590450286865
15,2019-10-07,LTC-USD,55.34202575683594,58.65361022949219,54.44594955444336,57.78829956054688,2891486029,0,0.0,0.04188318012124169,0.04122981967562561,0.0,66.66666666666595,100.0,57.78829956054688,57.78829956054688
