,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma
0,2010-01-05,600000.ss,8.859188079833984,8.929532051086426,8.602639198303223,5.301008224487305,278278033.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,5.301008224487305,5.301008224487305
1,2010-01-05,600004.ss,7.0,7.062067985534668,6.99310302734375,5.1011643409729,16052836.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,5.1011643409729,5.1011643409729
2,2010-01-05,600009.ss,17.899999618530273,18.280000686645508,17.809999465942383,15.115081787109377,25767982.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,15.115081787109377,15.115081787109377
3,2010-01-05,600010.ss,1.635714054107666,1.6428569555282593,1.600000023841858,1.5823878049850464,96975622.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,1.5823878049850464,1.5823878049850464
4,2010-01-05,600011.ss,8.029999732971191,8.09000015258789,7.900000095367432,5.307649612426758,12001396.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,5.307649612426758,5.307649612426758
5,2010-01-05,600015.ss,6.60790491104126,6.75213623046875,6.463675022125244,4.057815074920654,110703114.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,4.057815074920654,4.057815074920654
6,2010-01-05,600016.ss,4.623841762542725,4.710648059844971,4.513887882232666,2.7538774013519287,397762830.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,2.7538774013519287,2.7538774013519287
7,2010-01-05,600018.ss,5.789999961853027,5.820000171661377,5.679999828338623,3.8268613815307617,20679378.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,3.8268613815307617,3.8268613815307617
8,2010-01-05,600019.ss,9.449999809265137,9.579999923706056,9.170000076293944,5.020596027374268,92761062.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,5.020596027374268,5.020596027374268
9,2010-01-05,600027.ss,5.300000190734863,5.349999904632568,5.199999809265137,3.4566423892974854,15410262.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,3.4566423892974854,3.4566423892974854
10,2010-01-05,600028.ss,10.646153450012209,10.80769157409668,10.407691955566406,5.068350315093994,143023293.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,5.068350315093994,5.068350315093994
11,2010-01-05,600029.ss,6.050000190734863,6.139999866485596,5.940000057220459,5.384893894195557,39543729.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,5.384893894195557,5.384893894195557
12,2010-01-05,600030.ss,19.830251693725582,20.804479598999023,19.365135192871094,14.95647430419922,333142674.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,14.95647430419922,14.95647430419922
13,2010-01-05,600031.ss,8.888888359069824,8.95970630645752,8.7423677444458,7.203465461730957,30950984.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,7.203465461730957,7.203465461730957
14,2010-01-05,600036.ss,16.471345901489258,16.74106216430664,16.127222061157227,9.928215980529783,98274806.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,9.928215980529783,9.928215980529783
15,2010-01-05,600048.ss,7.1959228515625,7.199211120605469,6.837605953216553,4.398162364959717,191514993.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,4.398162364959717,4.398162364959717
16,2010-01-05,600050.ss,7.159999847412109,7.400000095367432,7.059999942779541,6.120725154876709,269085265.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,6.120725154876709,6.120725154876709
17,2010-01-05,600089.ss,12.973448753356934,13.091389656066896,12.882312774658203,9.818760871887209,45402157.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,9.818760871887209,9.818760871887209
18,2010-01-05,600104.ss,20.700000762939453,20.73076820373535,19.576923370361328,11.060586929321287,52651582.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,11.060586929321287,11.060586929321287
19,2010-01-05,600111.ss,6.368887901306152,6.417777061462402,6.262221813201904,5.97062349319458,91433389.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,5.97062349319458,5.97062349319458
20,2010-01-05,600150.ss,36.86538314819336,37.16345977783203,36.54807662963867,35.348018646240234,4472382.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,35.348018646240234,35.348018646240234
21,2010-01-05,600256.ss,4.241693019866943,4.537143230438232,4.241693019866943,3.616742610931397,151415010.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,3.616742610931397,3.616742610931397
22,2010-01-05,600340.ss,1.4957259893417358,1.5149569511413574,1.45940101146698,1.1940441131591797,19993437.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,1.1940441131591797,1.1940441131591797
23,2010-01-05,600352.ss,5.849999904632568,5.875,5.704999923706055,4.576982021331787,35818946.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,4.576982021331787,4.576982021331787
24,2010-01-05,600362.ss,40.5099983215332,41.959999084472656,40.459999084472656,33.13337707519531,18374009.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,33.13337707519531,33.13337707519531
25,2010-01-05,600390.ss,5.708333015441895,5.787499904632568,5.583333015441895,4.909183502197266,5221408.0,1.0,0.0,5.396343282030134,5.101392218305559,0.0,-66.66666666666667,100.0,4.909183502197266,4.909183502197266
